iter	Accuracy	MultiClass
191	0.803902934	0.4950045699
192	0.8042412933	0.4942896086
193	0.8047638193	0.4934612121
194	0.8047990641	0.4929135242
195	0.8050438257	0.4922776424
196	0.8049535836	0.4918452008
197	0.8056541698	0.4912220201
198	0.8059860312	0.4907032916
199	0.8061698378	0.4903084572
200	0.8061353858	0.4899120531
201	0.8060140887	0.4893832517
202	0.8066037095	0.488828032
203	0.8069541662	0.4883440092
204	0.80736724	0.4878491559
205	0.8076578947	0.4872687064
206	0.8080089662	0.4868884568
207	0.8082795434	0.4863808784
208	0.8084524057	0.4856380928
209	0.8087197019	0.4852977076
210	0.8089102921	0.484814857
211	0.8089920139	0.4844653522
212	0.8092307433	0.4838551474
213	0.8093430108	0.4833559948
214	0.8099046775	0.4828012867
215	0.8100885587	0.4820968322
216	0.8105046279	0.4816575155
217	0.8104347924	0.4810966027
218	0.8110864902	0.480405817
219	0.8114946849	0.4797445203
220	0.8116966542	0.4793036293
221	0.8120140665	0.4788128395
222	0.8120098436	0.4782903993
223	0.8123034605	0.4773745141
224	0.8127084798	0.4769867315
225	0.8135331763	0.476314685
226	0.813731463	0.4760822788
227	0.8138462601	0.4758120336
228	0.8140969068	0.4753727751
229	0.8143132817	0.4748045139
230	0.8147580233	0.4742184859
231	0.8147672309	0.4738584073
232	0.8152930379	0.4734770627
233	0.8154551048	0.4731537341
234	0.8157715442	0.4726349507
235	0.8157147067	0.4723402389
236	0.8161255055	0.4718689836
237	0.81620311	0.4716305451
238	0.815969831	0.4713480519
239	0.81655544	0.4708582659
240	0.8169335215	0.4704982271
241	0.8170938206	0.4700061825
242	0.8173894622	0.4693764488
243	0.8173086823	0.4690373703
244	0.8175039736	0.468527461
245	0.8174552217	0.4680774235
246	0.8180053727	0.4676857229
247	0.8182441767	0.4671679818
248	0.818361609	0.466756562
249	0.8186723433	0.466494
250	0.8186245332	0.4660779694
251	0.8192588942	0.4653904457
252	0.8194460564	0.4647480311
253	0.8196512012	0.4643305932
254	0.8200669102	0.4638110648
255	0.8204626473	0.4633151696
256	0.8205679822	0.4628723774
257	0.8208452064	0.4624306108
258	0.82117223	0.46188217
259	0.8213610545	0.4616582353
260	0.8215478565	0.4612464225
261	0.8219903231	0.4607452227
262	0.8224207668	0.4603294964
263	0.8225882096	0.459738744
264	0.822586802	0.4593904221
265	0.823150458	0.458962808
266	0.8229934814	0.4586693829
267	0.8231711503	0.4583310861
268	0.8235280324	0.4578719226
269	0.8237341191	0.4574103955
270	0.8240462611	0.4571551557
271	0.8242611973	0.4567527377
272	0.8247519811	0.4563486783
273	0.8250780628	0.4561070898
274	0.8251406055	0.4557397751
275	0.8252737454	0.4555934963
276	0.8251070208	0.455090815
277	0.8254793973	0.454737621
278	0.8256248893	0.4544128741
279	0.8257697664	0.4541086026
280	0.8261452128	0.4537186293
281	0.8264919123	0.4534680231
282	0.8265341642	0.4529911093
283	0.826860426	0.4526033621
284	0.8269365483	0.452244589
285	0.8269322508	0.451991208
286	0.82712606	0.4516094276
287	0.8274283795	0.4511047115
288	0.8276138794	0.4506753039
289	0.8277201562	0.4503250409
290	0.8278600486	0.4498125137
291	0.8281456131	0.4495535316
292	0.8284452975	0.4492990393
293	0.8287355941	0.4489126225
294	0.8288392667	0.4484946227
295	0.829281193	0.4480756422
296	0.8294043304	0.4476627977
297	0.8296318298	0.4473100689
298	0.8295082577	0.4471250791
299	0.8297883717	0.4468733466
300	0.8303572257	0.4462532677
301	0.8303821409	0.4458516544
302	0.8310327166	0.445248719
303	0.8309801019	0.4449187649
304	0.8311196342	0.4445061524
305	0.8311734764	0.4443397122
306	0.8311105735	0.4438309762
307	0.8314685776	0.4435470177
308	0.8314781454	0.4431338481
309	0.8318107996	0.4426317984
310	0.8318897371	0.4423587819
311	0.8321765291	0.4419876104
312	0.832424286	0.4414748437
313	0.8326933501	0.4411972855
314	0.832891022	0.4407825771
315	0.8331051964	0.4402865089
316	0.8330550368	0.4400560514
317	0.8331425692	0.4398629211
318	0.8337379696	0.439429837
319	0.8341289435	0.4390436362
320	0.8346771052	0.4386004146
321	0.8345507924	0.4381058484
322	0.8348753919	0.4377537133
323	0.8352597934	0.4373883528
324	0.8355943955	0.4371835642
325	0.8358646125	0.4367772869
326	0.8357492006	0.4364598789
327	0.8358506728	0.4362632361
328	0.8362260136	0.4356994931
329	0.8365294551	0.4349866605
330	0.8367255393	0.4344685279
331	0.8369038209	0.4340792468
332	0.8372786856	0.4335857383
333	0.8376837794	0.433161032
334	0.8377193098	0.4327495642
335	0.8379991692	0.4324056327
336	0.8378795344	0.4322657243
337	0.8380613517	0.4319747616
338	0.8381478035	0.4316941597
339	0.838624542	0.4313916874
340	0.8383969681	0.4311077312
341	0.8387398048	0.4306898403
342	0.8390742268	0.430274655
343	0.8391740367	0.4301302969
344	0.8394684507	0.4296175016
345	0.8394798609	0.4293418475
346	0.8394755635	0.4292164634
347	0.8395123214	0.4288837278
348	0.8400019522	0.4285051968
349	0.8400766668	0.4281292688
350	0.8405428956	0.427819009
351	0.8407904725	0.4274595421
352	0.8411151466	0.4272472351
353	0.841397461	0.4268058992
354	0.8416776806	0.4265462261
355	0.8415763885	0.4261710923
356	0.8417431131	0.4259367445
357	0.8419150334	0.4255356885
358	0.8421204329	0.425316
359	0.8421688556	0.4249867473
360	0.8424931695	0.4247022634
361	0.8425287745	0.4244170854
362	0.8428851163	0.424036138
363	0.8433039698	0.4237089223
364	0.8435690966	0.4233685844
365	0.8438364984	0.4229435095
366	0.844077863	0.422660358
367	0.8441831979	0.4225063779
368	0.8444129722	0.4222674001
369	0.8445154919	0.4219748818
370	0.8446593215	0.421636409
371	0.8448547184	0.4213724106
372	0.844831391	0.4211940899
373	0.8449021683	0.4209818071
374	0.8450130282	0.4207360499
375	0.8453252447	0.420529124
376	0.8452819122	0.4202149087
377	0.8454840616	0.4200825324
378	0.8455617716	0.4199417424
379	0.8457170859	0.4196975488
380	0.8459280104	0.4194631834
381	0.8461388292	0.4191154724
382	0.8462985466	0.4190121632
383	0.8462874966	0.4186645209
384	0.8464543267	0.4183970742
385	0.8464484415	0.4182490609
386	0.84684729	0.4177849775
387	0.8470620771	0.4174797349
388	0.8469172724	0.4171815038
389	0.84690763	0.4169475325
390	0.8476167056	0.4166044101
391	0.8477358002	0.4162451526
392	0.847925492	0.4160478593
393	0.8478812922	0.4158576617
394	0.8480655645	0.4155179561
395	0.8483398989	0.4152253818
396	0.8484726787	0.4149911485
397	0.8487029933	0.4147452599
398	0.848611238	0.4143622462
399	0.848888102	0.4140277891
400	0.8488950346	0.4135002903
401	0.848882577	0.4131863128
402	0.8495228956	0.4128052531
403	0.8495036855	0.4127188975
404	0.8497974847	0.4124295295
405	0.8499636689	0.412307701
406	0.8500343717	0.4121206112
407	0.8503631632	0.4118021161
408	0.8506702873	0.4115814991
409	0.8506302048	0.4113432652
410	0.8509980313	0.4110765396
411	0.8510172414	0.4108324496
412	0.851180896	0.4105186195
413	0.8510815933	0.4103541463
414	0.8510828208	0.4101503694
415	0.851486507	0.409931392
416	0.8516972513	0.4096175487
417	0.8516763789	0.4093550865
418	0.8519664209	0.4091912883
419	0.851846606	0.4088546297
420	0.8518908058	0.4086677887
421	0.851871161	0.408351946
422	0.8524149196	0.4081285543
423	0.8526813795	0.4078555314
424	0.8525520278	0.4076584751
425	0.852615798	0.4073241474
426	0.8526167399	0.4069870091
427	0.8528095016	0.4067422992
428	0.8528330092	0.4066339822
429	0.8530415509	0.406248774
430	0.8533364721	0.4057732945
431	0.8536344942	0.4053595551
432	0.8536246717	0.4051011551
433	0.8541156356	0.4047109673
434	0.8546045047	0.4045252287
435	0.8547816643	0.4041777466
436	0.8547221171	0.4039798262
437	0.8549189961	0.4038534946
438	0.8548381417	0.4036257914
439	0.854993276	0.4033229835
440	0.8548422591	0.4031537793
441	0.855145626	0.402827925
442	0.8553786504	0.4025365819
443	0.8557013766	0.4022743833
444	0.855624714	0.402067997
445	0.8556048891	0.4017419339
446	0.8556785562	0.4014999504
447	0.8560058655	0.401198151
448	0.8563544819	0.4009178427
449	0.8563237871	0.4007549061
450	0.8564954218	0.4006016395
451	0.8566352086	0.4003533676
452	0.8566194265	0.3999431597
453	0.8570149835	0.399620971
454	0.8572255477	0.3992188064
455	0.8573546448	0.3990913039
456	0.857332725	0.3988452022
457	0.8573879748	0.3985857299
458	0.8576378598	0.3984861993
459	0.8578295741	0.3983479165
460	0.8578987637	0.3981579611
461	0.8580718805	0.3979360831
462	0.8585896744	0.3976134237
463	0.8585433776	0.3973676041
464	0.8586585349	0.397062939
465	0.8587514122	0.3968977181
466	0.8587968396	0.396765799
467	0.8589407438	0.3964662653
468	0.8590837061	0.3960959433
469	0.859327855	0.3959539484
470	0.8593394452	0.3956242666
471	0.8593811155	0.3954431479
472	0.8593170907	0.3952702142
473	0.8591908088	0.3950612754
474	0.8593321089	0.3949433594
475	0.8595009283	0.3946204208
476	0.8599501474	0.3943572792
477	0.8596406406	0.3940933896
478	0.859818055	0.3939335585
479	0.8602054518	0.3937163813
480	0.8603383061	0.3935999137
481	0.860432591	0.3933651201
482	0.8608293755	0.3929658077
483	0.8609831022	0.3926873351
484	0.8610689723	0.3923553056
485	0.8611224543	0.3917971871
486	0.8612611192	0.3916729111
487	0.8611832291	0.3913656575
488	0.8613767837	0.3910133244
489	0.8614830604	0.3907362987
490	0.8618712501	0.3903652751
491	0.8621541794	0.3901607334
492	0.8622985493	0.3898671375
493	0.862334409	0.3896705699
494	0.8624050062	0.389410299
495	0.8625549012	0.3892639419
496	0.8625547211	0.3891313193
497	0.8627206507	0.3888461961
498	0.8629466679	0.3887093482
499	0.8632144298	0.388460425
500	0.8631683876	0.3881288016
501	0.8633636044	0.387964836
502	0.8633719447	0.3878462269
503	0.8638654382	0.3875588829
504	0.8638930631	0.3872967104
505	0.8638499107	0.3871694612
506	0.8638885856	0.3869778797
507	0.8639341931	0.3867499455
508	0.8640078602	0.3865441483
509	0.8641710801	0.3863164295
510	0.864349722	0.3862104266
511	0.8644704043	0.3861181659
512	0.8645437113	0.3858946523
513	0.8646294013	0.3857457532
514	0.8647030684	0.3855295111
515	0.8649473229	0.3852564057
516	0.8648527833	0.384876908
517	0.8652304323	0.384640087
518	0.8652508699	0.3844521456
519	0.8653285799	0.3843287182
520	0.8653408574	0.3841354371
521	0.8656156265	0.3839018592
522	0.8656373663	0.3837581128
523	0.8659423955	0.3835853024
524	0.8657744434	0.3833433999
525	0.8659972852	0.3830682288
526	0.8662069075	0.3827952256
527	0.8663163597	0.3826169563
528	0.8663138301	0.3823849541
529	0.8664896567	0.3822375268
530	0.866364677	0.3819794917
531	0.8667073336	0.3817147288
532	0.8670480424	0.381451777
533	0.8671270544	0.3812950931
534	0.8673502564	0.3810752127
535	0.8675703884	0.3807476937
536	0.8674953136	0.3805359969
537	0.8676785385	0.3803376922
538	0.8680043656	0.3801441552
539	0.8683292198	0.3800113393
540	0.8682265201	0.3799074794
541	0.8685869793	0.3796671775
542	0.868730989	0.3793327413
543	0.8688058092	0.3791904653
544	0.8687444941	0.379024732
545	0.8689896158	0.3787928551
546	0.8690327683	0.3784802555
547	0.869060033	0.3783237963
548	0.8691972903	0.3780877756
549	0.8693830448	0.3777398664
550	0.8695007318	0.3775070737
551	0.869624484	0.3773558139
552	0.8696089565	0.3771022607
553	0.8696725466	0.3769149367
554	0.869729204	0.3767621467
555	0.8699841482	0.3765991531
556	0.8699272361	0.3764252689
557	0.8703615425	0.3761919304
558	0.8706306066	0.3758754041
559	0.8707314639	0.3755748406
560	0.8709701188	0.3753808363
561	0.8709852861	0.3751484209
562	0.8709366087	0.3750007221
563	0.8710810532	0.3748425861
564	0.8712708506	0.3746509648
565	0.8712622557	0.3743045375
566	0.8713054827	0.3740547354
567	0.8716384225	0.3738652078
568	0.8717475891	0.373646622
569	0.8719000137	0.3735137085
570	0.8721456757	0.3732079255
571	0.8722188026	0.372914181
572	0.8723039855	0.3727317205
573	0.8725106124	0.3725516976
574	0.8725628669	0.3723193663
575	0.8725734821	0.3720508185
576	0.8727053945	0.3719390596
577	0.8727174919	0.3716886444
578	0.8728991291	0.3715109242
579	0.8729114066	0.3712952177
580	0.87268777	0.3711423801
581	0.8731707538	0.3708751618
582	0.873324586	0.3706940627
583	0.8732867785	0.3705178041
584	0.8735082126	0.3703720452
585	0.8735387273	0.3701621979
586	0.8736039797	0.3699747253
587	0.8739449741	0.3698394615
588	0.8738750641	0.3696598426
589	0.8738251591	0.3694016302
590	0.8739873316	0.3692148793
591	0.8743257654	0.3690331053
592	0.8742367508	0.3688949889
593	0.8742308656	0.368666943
594	0.8743042781	0.3685186717
595	0.8744763476	0.3683758965
596	0.8744731721	0.3682828616
597	0.8745758718	0.3681208563
598	0.874746279	0.3679649684
599	0.8747519841	0.3677325659
600	0.8749238734	0.3675446317
601	0.8748976561	0.3673290605
602	0.8750416659	0.3671922264
603	0.8751511181	0.3670009485
604	0.8752331255	0.3668294761
605	0.8754397525	0.3666485506
606	0.8754311576	0.3664935832
607	0.8754807024	0.3662672793
608	0.8756830319	0.3661151135
609	0.8756719819	0.3658721651
610	0.8756814441	0.3657351284
611	0.8757625511	0.3655163051
612	0.875991278	0.3653727817
613	0.8761441683	0.3649214721
614	0.8761372357	0.3648204257
615	0.8762823674	0.3645966797
616	0.8763252652	0.364427658
617	0.8766678474	0.3641902534
618	0.8766181225	0.3640659263
619	0.8764256154	0.3638628793
620	0.8764779754	0.3635697932
621	0.8767873021	0.3633306938
622	0.8767744098	0.363050033
623	0.8768156143	0.3627900631
624	0.8770486386	0.3626310058
625	0.8771844883	0.3624519298
626	0.8772636804	0.3623023593
627	0.8774895175	0.3621255422
628	0.8776043146	0.361914104
629	0.8777722667	0.361778855
630	0.8777731341	0.3615923138
631	0.8777857718	0.3615023328
632	0.8778704889	0.3613102642
633	0.8782104358	0.3611067156
634	0.8782272654	0.360890944
635	0.8782492908	0.3607191892
636	0.8784222276	0.3602944641
637	0.8783887175	0.3601830736
638	0.8783264605	0.3599979145
639	0.8783622456	0.3598934483
640	0.8786321024	0.3596042381
641	0.8786042229	0.3594154138
642	0.8787012175	0.3592594293
643	0.8786956925	0.359189236
644	0.8788251498	0.3590729591
645	0.878945652	0.358869425
646	0.8791410489	0.358760181
647	0.8795602626	0.3585155129
648	0.8795433275	0.35836751
649	0.8794807103	0.3581332396
650	0.8796693546	0.3578508537
651	0.8797278545	0.3577163098
652	0.8795885748	0.3574671475
653	0.8797909043	0.3572636821
654	0.8799556809	0.3570747682
655	0.8801302054	0.3568844792
656	0.8801802905	0.3567143883
657	0.8802496602	0.3565011843
658	0.8803491099	0.3563556336
659	0.8803353502	0.356269649
660	0.88043498	0.3560281925
661	0.8805346098	0.355796914
662	0.8806581074	0.355518905
663	0.881128379	0.3553118203
664	0.8813790257	0.3551058441
665	0.8813792058	0.3549594727
666	0.8815176906	0.3548070987
667	0.8817423002	0.3546135295
668	0.88181185	0.3545252588
669	0.8817298426	0.3543383815
670	0.8818739269	0.3541634899
671	0.8820375815	0.3539820984
672	0.8820931916	0.3537883145
673	0.8821969387	0.353656699
674	0.8821650163	0.3535243002
675	0.8823759408	0.3533670448
676	0.8825588801	0.353112231
677	0.8826600976	0.3529359937
678	0.8828235721	0.3527293386
679	0.8828860092	0.3525723133
680	0.8830426567	0.3523015913
681	0.883113254	0.3521394781
682	0.8834459081	0.3518663504
683	0.8835125681	0.3517232828
684	0.8835624731	0.3516020524
685	0.8836744549	0.3514007406
686	0.8837312925	0.3512263974
687	0.8838908298	0.3509248511
688	0.8838153948	0.3506727627
689	0.8837988944	0.3505766925
690	0.8839040492	0.35044783
691	0.8839955188	0.3502996086
692	0.8841953187	0.3500579876
693	0.8840857919	0.349888966
694	0.8843133659	0.3496951657
695	0.884470268	0.3494627741
696	0.8845392029	0.3493225197
697	0.8846319001	0.3491908755
698	0.8845498927	0.3491053531
699	0.8846274226	0.3489560388
700	0.8847213473	0.348722595
701	0.8847784395	0.3485371521
702	0.8849780593	0.348341781
703	0.8851986261	0.3481798825
704	0.8852442336	0.3480298849
705	0.8855854826	0.3477402967
706	0.8857004599	0.3474635871
707	0.8857237873	0.3472854598
708	0.8857888596	0.347117521
709	0.885854112	0.3469902156
710	0.8861272188	0.3467724557
711	0.8860812511	0.3464771001
712	0.8861128133	0.3463688746
713	0.8864345976	0.3461729561
714	0.8865181182	0.3459441473
715	0.8865909904	0.3456078577
716	0.8865571201	0.345505561
717	0.8867888424	0.3453765366
718	0.8868400494	0.3452395834
719	0.8869398593	0.3450066087
720	0.8869439767	0.3449020274
721	0.8871546465	0.3446889774
722	0.8872877864	0.3445939048
723	0.8874043513	0.3444831179
724	0.8873472591	0.3443073705
725	0.8874471436	0.3441543464
726	0.8876149155	0.3440141826
727	0.8876549981	0.3439655661
728	0.887783735	0.3437622276
729	0.8877851426	0.3436616995
730	0.8878421603	0.3435365059
731	0.8878449755	0.343350498
732	0.8877849625	0.3431971964
733	0.8879873976	0.3430338619
734	0.8880094975	0.3428342499
735	0.8880805295	0.3427447383
736	0.8881777042	0.3425500337
737	0.8884548539	0.3422434646
738	0.8884978262	0.3421593072
739	0.8885848184	0.3419934829
740	0.8887168053	0.3418118116
741	0.8887182129	0.3417092336
742	0.8887695255	0.3415633512
743	0.8889203623	0.3414365927
744	0.8888119575	0.3412747488
745	0.8890661399	0.3411435709
746	0.8890269247	0.3409610974
747	0.8891185745	0.3408623052
748	0.8891921671	0.3407197558
749	0.8892917969	0.3405683226
750	0.8893306519	0.3403212951
751	0.8894790337	0.3402227757
752	0.889472101	0.3401176314
753	0.8896742505	0.3399096268
754	0.8898115077	0.3398021184
755	0.8898556331	0.3395985645
756	0.8898445831	0.339465442
757	0.8901119849	0.3393106616
758	0.89008129	0.3390943538
759	0.8901657525	0.3389588145
760	0.8903887744	0.3387076334
761	0.8906830393	0.3385341299
762	0.890730129	0.3384610745
763	0.8907007362	0.3381791386
764	0.8909160636	0.3380432182
765	0.8909144759	0.3379243137
766	0.8911059355	0.3378245033
767	0.8909699058	0.3377250953
768	0.8910309353	0.3375859809
769	0.8911442502	0.3373393735
770	0.8912131852	0.3371698286
771	0.8913187747	0.3369838962
772	0.891274755	0.3368354794
773	0.8915035874	0.3366598633
774	0.8915574296	0.3365764974
775	0.8915961045	0.3364429061
776	0.8917729785	0.3361208761
777	0.8918576211	0.3359786672
778	0.891762976	0.335843582
779	0.8920665976	0.3356026695
780	0.8920123952	0.3354604457
781	0.8921320301	0.3352554901
782	0.8922302523	0.3350950291
783	0.8923482248	0.3349886721
784	0.8924059298	0.334813938
785	0.8926011466	0.3346211233
786	0.8926621015	0.334502017
787	0.892629999	0.3344249333
788	0.8928851233	0.3342044492
789	0.8929630134	0.3339648813
790	0.8929904582	0.3338999757
791	0.8931805102	0.3337293788
792	0.8932885548	0.3335185001
793	0.8934339722	0.3334046492
794	0.8933897723	0.3333141639
795	0.8935375393	0.3331691736
796	0.8935375393	0.3330015331
797	0.8935125495	0.332873265
798	0.8936539241	0.3327818943
799	0.8935289444	0.3325684164
800	0.8937533738	0.3324162072
801	0.893822669	0.3321532224
802	0.894205048	0.3318993648
803	0.8939443988	0.3317801451
804	0.8944199097	0.3315505004
805	0.8942409822	0.3314780361
806	0.8942853622	0.3313699727
807	0.8942769474	0.3312856837
808	0.8943266722	0.3311360974
809	0.8945336594	0.3310073181
810	0.8946432917	0.3307947135
811	0.8947030191	0.3306904762
812	0.8946930166	0.3305853075
813	0.8946999492	0.3304731938
814	0.8948591263	0.3303834018
815	0.8951809851	0.3301257886
816	0.8952820971	0.3300466747
817	0.8954193543	0.3299346653
818	0.8954011171	0.3297876715
819	0.8951916003	0.3296873652
820	0.8952028304	0.3294986607
821	0.8952623777	0.3294222802
822	0.8953663795	0.3291956075
823	0.8955865115	0.3290342333
824	0.8957223611	0.3288707864
825	0.8956515838	0.3287746288
826	0.8956524511	0.3285259911
827	0.8957811135	0.32833537
828	0.8956980586	0.3281823396
829	0.8956954234	0.3280463513
830	0.8958267955	0.3279532183
831	0.8959558926	0.327827111
832	0.8959835175	0.3277250308
833	0.8961496272	0.3274561977
834	0.8961330523	0.3273032933
835	0.8963841338	0.3271609146
836	0.8963409813	0.3270910336
837	0.8967998428	0.3268816567
838	0.8970287498	0.3268187841
839	0.897034635	0.3266412629
840	0.8969959601	0.3265079576
841	0.8971870595	0.3262150982
842	0.8971413775	0.3260509957
843	0.8972433568	0.325922465
844	0.8974722638	0.3257409753
845	0.8974612138	0.3256417812
846	0.8974847214	0.3255301985
847	0.8974802439	0.3254649804
848	0.8976480159	0.3253705538
849	0.8977855277	0.3251777818
850	0.897771588	0.3249982296
851	0.8979350625	0.3248576449
852	0.8978350725	0.3247729858
853	0.8978780448	0.3246715109
854	0.8981028345	0.3245642529
855	0.89789173	0.3244145089
856	0.8979833797	0.3243535499
857	0.8980302148	0.3241675537
858	0.8981302793	0.3240300915
859	0.8983327889	0.3237936338
860	0.8984520636	0.3236485376
861	0.8984351285	0.3235028073
862	0.8985295935	0.3233626796
863	0.8984156637	0.3232570507
864	0.8985208185	0.323097769
865	0.8985329904	0.3228931385
866	0.8985483379	0.3227112387
867	0.8987004022	0.3224462019
868	0.8989977371	0.3223474647
869	0.8990542144	0.3221270549
870	0.8991219964	0.3219368345
871	0.8990526267	0.3217834429
872	0.8991246316	0.3216623178
873	0.8994619434	0.3214906248
874	0.8995591181	0.3213632801
875	0.899535536	0.3212374314
876	0.8996461102	0.321095593
877	0.8995950833	0.3210069888
878	0.8998195127	0.3207827487
879	0.8999330823	0.3206337619
880	0.9000231443	0.3205506035
881	0.8999270171	0.320440462
882	0.8999517522	0.3203671077
883	0.9000375167	0.3202144677
